job_ts,time,mode6_lat,mode6_lon,3hydro_lat,3hydro_lon
20260520_120925,100944,160.65496507918945,9.562639128118963,,
20260520_121000,101000,53.83607696603566,17.647913116856596,,
20260520_121000,101001,-62.26995358565142,-54.79841472156255,,
20260520_121000,101002,53.83640229880941,17.647978342373406,53.83640229880941,17.647978342373406
20260520_121000,101003,-70.24517760374833,66.1136848353539,,
20260520_121000,101004,53.83623136790909,17.648045126497916,53.83623136790909,17.648045126497916
20260520_121000,101005,53.83578700771084,17.647453389882827,53.83578700771084,17.647453389882827
20260520_121000,101006,53.83552921532174,17.647729543562956,53.83552921532174,17.647729543562956
20260520_121000,101007,53.83624240781602,17.64792231903051,53.83624240781602,17.64792231903051
20260520_121000,101008,53.836254685191626,17.647971263838162,53.836254685191626,17.647971263838162
20260520_121000,101009,53.836153424864186,17.647763440613016,53.836153424864186,17.647763440613016
20260520_121000,101010,53.83621558213801,17.648066191641288,,
20260520_121000,101011,53.83643028673642,17.647947616610306,53.83643028673642,17.647947616610306
20260520_121000,101012,53.83647191920599,17.648047577811212,53.83647191920599,17.648047577811212
20260520_121000,101013,53.836165396904285,17.647849958441434,,
20260520_121000,101014,53.83462181316094,17.647379816137448,53.83462181316094,17.647379816137448
20260520_121000,101015,53.83631217680069,17.647843623843936,53.83631217680069,17.647843623843936
20260520_121000,101016,53.83626487713747,17.647830516055517,53.83626487713747,17.647830516055517
20260520_121000,101017,53.83639054048964,17.647896299167783,53.83639054048964,17.647896299167783
20260520_121000,101018,53.83644734891149,17.647825660733126,53.83644734891149,17.647825660733126
20260520_121000,101019,53.83639273352111,17.647798623350496,53.83639273352111,17.647798623350496
20260520_121025,101025,53.836457193261985,17.647950936197457,53.844034726760896,17.647404633866902
20260520_121025,101026,53.83642120086339,17.64809055218709,53.83642120086339,17.64809055218709
20260520_121025,101027,53.83640023457014,17.648166704213835,53.83640023457014,17.648166704213835
20260520_121025,101028,113.25751946324142,64.36180909949111,,
20260520_121025,101029,53.83628310313911,17.647891403094818,53.83628310313911,17.647891403094818
20260520_121025,101030,53.836315255321956,17.64793951969345,53.836315255321956,17.64793951969345
20260520_121025,101031,53.8362834214027,17.647775601888714,53.8362834214027,17.647775601888714
20260520_121025,101032,53.83639076800524,17.64803321359237,53.83639076800524,17.64803321359237
